Character table of Sysmmetric Group (n=17)
297X297	[17]	[16 1]	[15 2]	[15 1 1]	[14 3]	[14 2 1]	[14 1 1 1]	[13 4]	[13 3 1]	[13 2 2]	[13 2 1 1]	[13 1 1 1 1]	[12 5]	[12 4 1]	[12 3 2]	[12 3 1 1]	[12 2 2 1]	[12 2 1 1 1]	[12 1 1 1 1 1]	[11 6]	[11 5 1]	[11 4 2]	[11 4 1 1]	[11 3 3]	[11 3 2 1]	[11 3 1 1 1]	[11 2 2 2]	[11 2 2 1 1]	[11 2 1 1 1 1]	[11 1 1 1 1 1 1]	[10 7]	[10 6 1]	[10 5 2]	[10 5 1 1]	[10 4 3]	[10 4 2 1]	[10 4 1 1 1]	[10 3 3 1]	[10 3 2 2]	[10 3 2 1 1]	[10 3 1 1 1 1]	[10 2 2 2 1]	[10 2 2 1 1 1]	[10 2 1 1 1 1 1]	[10 1 1 1 1 1 1 1]	[9 8]	[9 7 1]	[9 6 2]	[9 6 1 1]	[9 5 3]	[9 5 2 1]	[9 5 1 1 1]	[9 4 4]	[9 4 3 1]	[9 4 2 2]	[9 4 2 1 1]	[9 4 1 1 1 1]	[9 3 3 2]	[9 3 3 1 1]	[9 3 2 2 1]	[9 3 2 1 1 1]	[9 3 1 1 1 1 1]	[9 2 2 2 2]	[9 2 2 2 1 1]	[9 2 2 1 1 1 1]	[9 2 1 1 1 1 1 1]	[9 1 1 1 1 1 1 1 1]	[8 8 1]	[8 7 2]	[8 7 1 1]	[8 6 3]	[8 6 2 1]	[8 6 1 1 1]	[8 5 4]	[8 5 3 1]	[8 5 2 2]	[8 5 2 1 1]	[8 5 1 1 1 1]	[8 4 4 1]	[8 4 3 2]	[8 4 3 1 1]	[8 4 2 2 1]	[8 4 2 1 1 1]	[8 4 1 1 1 1 1]	[8 3 3 3]	[8 3 3 2 1]	[8 3 3 1 1 1]	[8 3 2 2 2]	[8 3 2 2 1 1]	[8 3 2 1 1 1 1]	[8 3 1 1 1 1 1 1]	[8 2 2 2 2 1]	[8 2 2 2 1 1 1]	[8 2 2 1 1 1 1 1]	[8 2 1 1 1 1 1 1 1]	[8 1 1 1 1 1 1 1 1 1]	[7 7 3]	[7 7 2 1]	[7 7 1 1 1]	[7 6 4]	[7 6 3 1]	[7 6 2 2]	[7 6 2 1 1]	[7 6 1 1 1 1]	[7 5 5]	[7 5 4 1]	[7 5 3 2]	[7 5 3 1 1]	[7 5 2 2 1]	[7 5 2 1 1 1]	[7 5 1 1 1 1 1]	[7 4 4 2]	[7 4 4 1 1]	[7 4 3 3]	[7 4 3 2 1]	[7 4 3 1 1 1]	[7 4 2 2 2]	[7 4 2 2 1 1]	[7 4 2 1 1 1 1]	[7 4 1 1 1 1 1 1]	[7 3 3 3 1]	[7 3 3 2 2]	[7 3 3 2 1 1]	[7 3 3 1 1 1 1]	[7 3 2 2 2 1]	[7 3 2 2 1 1 1]	[7 3 2 1 1 1 1 1]	[7 3 1 1 1 1 1 1 1]	[7 2 2 2 2 2]	[7 2 2 2 2 1 1]	[7 2 2 2 1 1 1 1]	[7 2 2 1 1 1 1 1 1]	[7 2 1 1 1 1 1 1 1 1]	[7 1 1 1 1 1 1 1 1 1 1]	[6 6 5]	[6 6 4 1]	[6 6 3 2]	[6 6 3 1 1]	[6 6 2 2 1]	[6 6 2 1 1 1]	[6 6 1 1 1 1 1]	[6 5 5 1]	[6 5 4 2]	[6 5 4 1 1]	[6 5 3 3]	[6 5 3 2 1]	[6 5 3 1 1 1]	[6 5 2 2 2]	[6 5 2 2 1 1]	[6 5 2 1 1 1 1]	[6 5 1 1 1 1 1 1]	[6 4 4 3]	[6 4 4 2 1]	[6 4 4 1 1 1]	[6 4 3 3 1]	[6 4 3 2 2]	[6 4 3 2 1 1]	[6 4 3 1 1 1 1]	[6 4 2 2 2 1]	[6 4 2 2 1 1 1]	[6 4 2 1 1 1 1 1]	[6 4 1 1 1 1 1 1 1]	[6 3 3 3 2]	[6 3 3 3 1 1]	[6 3 3 2 2 1]	[6 3 3 2 1 1 1]	[6 3 3 1 1 1 1 1]	[6 3 2 2 2 2]	[6 3 2 2 2 1 1]	[6 3 2 2 1 1 1 1]	[6 3 2 1 1 1 1 1 1]	[6 3 1 1 1 1 1 1 1 1]	[6 2 2 2 2 2 1]	[6 2 2 2 2 1 1 1]	[6 2 2 2 1 1 1 1 1]	[6 2 2 1 1 1 1 1 1 1]	[6 2 1 1 1 1 1 1 1 1 1]	[6 1 1 1 1 1 1 1 1 1 1 1]	[5 5 5 2]	[5 5 5 1 1]	[5 5 4 3]	[5 5 4 2 1]	[5 5 4 1 1 1]	[5 5 3 3 1]	[5 5 3 2 2]	[5 5 3 2 1 1]	[5 5 3 1 1 1 1]	[5 5 2 2 2 1]	[5 5 2 2 1 1 1]	[5 5 2 1 1 1 1 1]	[5 5 1 1 1 1 1 1 1]	[5 4 4 4]	[5 4 4 3 1]	[5 4 4 2 2]	[5 4 4 2 1 1]	[5 4 4 1 1 1 1]	[5 4 3 3 2]	[5 4 3 3 1 1]	[5 4 3 2 2 1]	[5 4 3 2 1 1 1]	[5 4 3 1 1 1 1 1]	[5 4 2 2 2 2]	[5 4 2 2 2 1 1]	[5 4 2 2 1 1 1 1]	[5 4 2 1 1 1 1 1 1]	[5 4 1 1 1 1 1 1 1 1]	[5 3 3 3 3]	[5 3 3 3 2 1]	[5 3 3 3 1 1 1]	[5 3 3 2 2 2]	[5 3 3 2 2 1 1]	[5 3 3 2 1 1 1 1]	[5 3 3 1 1 1 1 1 1]	[5 3 2 2 2 2 1]	[5 3 2 2 2 1 1 1]	[5 3 2 2 1 1 1 1 1]	[5 3 2 1 1 1 1 1 1 1]	[5 3 1 1 1 1 1 1 1 1 1]	[5 2 2 2 2 2 2]	[5 2 2 2 2 2 1 1]	[5 2 2 2 2 1 1 1 1]	[5 2 2 2 1 1 1 1 1 1]	[5 2 2 1 1 1 1 1 1 1 1]	[5 2 1 1 1 1 1 1 1 1 1 1]	[5 1 1 1 1 1 1 1 1 1 1 1 1]	[4 4 4 4 1]	[4 4 4 3 2]	[4 4 4 3 1 1]	[4 4 4 2 2 1]	[4 4 4 2 1 1 1]	[4 4 4 1 1 1 1 1]	[4 4 3 3 3]	[4 4 3 3 2 1]	[4 4 3 3 1 1 1]	[4 4 3 2 2 2]	[4 4 3 2 2 1 1]	[4 4 3 2 1 1 1 1]	[4 4 3 1 1 1 1 1 1]	[4 4 2 2 2 2 1]	[4 4 2 2 2 1 1 1]	[4 4 2 2 1 1 1 1 1]	[4 4 2 1 1 1 1 1 1 1]	[4 4 1 1 1 1 1 1 1 1 1]	[4 3 3 3 3 1]	[4 3 3 3 2 2]	[4 3 3 3 2 1 1]	[4 3 3 3 1 1 1 1]	[4 3 3 2 2 2 1]	[4 3 3 2 2 1 1 1]	[4 3 3 2 1 1 1 1 1]	[4 3 3 1 1 1 1 1 1 1]	[4 3 2 2 2 2 2]	[4 3 2 2 2 2 1 1]	[4 3 2 2 2 1 1 1 1]	[4 3 2 2 1 1 1 1 1 1]	[4 3 2 1 1 1 1 1 1 1 1]	[4 3 1 1 1 1 1 1 1 1 1 1]	[4 2 2 2 2 2 2 1]	[4 2 2 2 2 2 1 1 1]	[4 2 2 2 2 1 1 1 1 1]	[4 2 2 2 1 1 1 1 1 1 1]	[4 2 2 1 1 1 1 1 1 1 1 1]	[4 2 1 1 1 1 1 1 1 1 1 1 1]	[4 1 1 1 1 1 1 1 1 1 1 1 1 1]	[3 3 3 3 3 2]	[3 3 3 3 3 1 1]	[3 3 3 3 2 2 1]	[3 3 3 3 2 1 1 1]	[3 3 3 3 1 1 1 1 1]	[3 3 3 2 2 2 2]	[3 3 3 2 2 2 1 1]	[3 3 3 2 2 1 1 1 1]	[3 3 3 2 1 1 1 1 1 1]	[3 3 3 1 1 1 1 1 1 1 1]	[3 3 2 2 2 2 2 1]	[3 3 2 2 2 2 1 1 1]	[3 3 2 2 2 1 1 1 1 1]	[3 3 2 2 1 1 1 1 1 1 1]	[3 3 2 1 1 1 1 1 1 1 1 1]	[3 3 1 1 1 1 1 1 1 1 1 1 1]	[3 2 2 2 2 2 2 2]	[3 2 2 2 2 2 2 1 1]	[3 2 2 2 2 2 1 1 1 1]	[3 2 2 2 2 1 1 1 1 1 1]	[3 2 2 2 1 1 1 1 1 1 1 1]	[3 2 2 1 1 1 1 1 1 1 1 1 1]	[3 2 1 1 1 1 1 1 1 1 1 1 1 1]	[3 1 1 1 1 1 1 1 1 1 1 1 1 1 1]	[2 2 2 2 2 2 2 2 1]	[2 2 2 2 2 2 2 1 1 1]	[2 2 2 2 2 2 1 1 1 1 1]	[2 2 2 2 2 1 1 1 1 1 1 1]	[2 2 2 2 1 1 1 1 1 1 1 1 1]	[2 2 2 1 1 1 1 1 1 1 1 1 1 1]	[2 2 1 1 1 1 1 1 1 1 1 1 1 1 1]	[2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]	[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]	
[6 3 3 1 1 1 1 1]	1	4	5	6	2	3	6	3	-5	-8	0	9	6	6	-12	-4	-10	9	12	1	8	6	10	-3	-6	0	0	1	10	8	-2	-9	-4	0	3	10	0	0	6	-10	-10	9	0	0	2	2	0	-12	-9	-8	-6	0	0	5	6	0	0	3	-8	0	-12	-8	9	12	0	-2	0	8	12	10	0	0	-1	-2	0	0	6	10	2	0	3	-6	12	8	0	-3	-2	-6	0	2	-2	12	6	2	2	-2	8	10	0	2	0	0	-10	-9	0	0	0	0	0	4	0	-2	0	-8	0	-3	-18	-6	8	-6	8	0	5	0	-6	-8	-2	0	9	0	-8	8	0	-8	0	-2	0	-8	0	-12	-9	0	2	0	-10	18	-10	0	12	6	-12	-12	12	-12	0	0	0	-5	-12	6	0	-12	10	12	10	3	2	12	-4	-12	12	0	9	-10	0	10	-10	-12	0	0	-12	10	-10	-8	0	0	0	0	18	6	-9	-6	0	8	0	-8	-10	-12	-18	0	3	0	0	6	0	-9	0	0	0	8	0	-3	8	10	-6	0	10	-1	0	1	0	0	0	-9	-9	6	12	12	10	8	0	0	-2	2	0	0	0	-3	0	0	-6	-6	0	0	2	0	-2	0	0	-5	0	-10	0	6	-10	6	10	-10	9	0	-10	4	0	-6	0	0	-2	2	0	-8	0	8	-3	3	-12	12	4	-6	12	8	-8	0	9	-8	-6	5	-3	-6	-2	2	-1	-6	-3	-2	-5	-4	-1	
[6 3 2 2 2 2]	1	-1	4	-3	-3	-1	4	5	-2	9	-6	2	-2	-3	-3	8	-6	4	-6	1	1	6	-4	-4	1	-5	9	-4	5	1	1	-2	1	0	-2	-5	9	6	-4	2	-6	-5	7	-6	5	-1	0	-3	5	-2	4	-9	0	4	-3	0	0	-2	-8	9	-3	9	2	-6	2	-5	0	1	3	-4	5	-5	4	3	-6	8	-1	6	-3	1	4	-6	3	-9	0	1	3	-4	0	-3	3	2	4	-3	5	-5	-9	6	-2	-2	6	-9	2	-4	-7	6	-6	0	7	-8	6	-4	1	9	0	-5	-4	3	7	-4	-9	6	2	0	2	-7	3	-2	2	-6	9	-9	6	-1	9	-7	9	-8	0	6	-2	-2	4	-1	-6	-1	10	0	-6	-2	-2	-3	3	-3	0	-2	0	-2	6	-3	0	6	6	3	-10	5	-3	-6	8	-3	3	-7	4	-6	0	6	-5	6	-7	9	5	-2	-6	1	0	2	-6	0	4	4	-2	-2	0	-1	0	9	2	-3	1	0	-1	0	-7	6	-9	5	-9	1	-1	8	0	-4	8	-2	1	0	-2	4	2	-4	9	-9	5	-4	-2	2	-5	3	6	-9	0	7	-4	4	-9	6	-1	2	9	-8	3	4	-9	2	7	-6	3	-6	6	-4	-6	-6	5	-4	5	-1	6	4	-5	0	4	-8	6	-4	-9	7	2	-3	0	9	-5	2	2	4	-3	3	-1	-6	3	-9	-1	0	2	-1	3	2	1	3	1	-1	-1	2	-5	3	-4	1	-1	
[6 3 2 2 2 1 1]	1	1	2	-3	3	-1	-2	1	-2	3	0	4	2	-3	3	-4	0	2	0	1	1	0	2	2	1	1	-3	-2	-1	-5	-1	-2	-1	0	-4	-1	3	0	2	-2	0	-1	5	0	1	1	0	3	-1	2	2	-3	0	2	-3	0	0	4	-4	3	-3	-3	-2	0	4	-1	6	1	-3	2	-1	1	-2	-3	0	-4	1	0	3	-5	2	0	3	3	0	1	-3	2	0	3	-3	-4	-2	-3	-1	1	-3	0	2	4	0	3	-2	2	-5	0	0	0	5	-4	0	2	-1	3	0	-1	-2	-3	-1	-2	-3	0	2	0	2	-1	3	4	4	0	3	-3	0	-5	3	5	-3	-4	0	0	4	-4	-2	1	0	1	2	0	0	2	-4	3	-3	-3	0	-4	6	2	0	-3	0	0	0	-3	2	-1	-3	0	-4	3	-3	5	2	0	0	0	-1	0	-1	3	-1	4	0	-1	0	-4	0	0	-2	2	-2	-2	0	-1	0	-3	4	-3	1	0	1	0	5	0	3	-1	3	1	-1	-4	0	2	-4	-2	1	0	-2	-2	2	-2	-3	3	1	2	4	-2	-1	3	0	3	0	-1	-2	2	-3	0	-5	4	3	-4	-3	2	-3	-4	5	0	3	0	0	2	0	0	1	2	-1	1	0	2	-1	0	2	-4	0	-2	3	-5	4	-3	0	-3	-1	2	-4	2	-3	3	-1	0	3	3	1	0	-2	1	-3	-2	-1	-3	1	-1	1	2	1	3	2	1	1	
[6 3 2 2 1 1 1 1]	1	3	4	1	5	-1	-4	5	2	-3	-6	-2	2	1	1	0	-2	4	2	1	-3	-2	-4	4	1	3	-3	4	5	-3	1	2	-3	0	2	-1	-3	6	-4	-2	-2	-5	3	-6	-7	-1	0	1	5	-6	4	3	0	4	1	0	0	2	0	-3	1	-3	-2	2	6	-5	0	-3	-1	-4	-3	3	-4	-5	-6	0	-1	2	5	-3	-4	2	-1	3	0	1	-5	4	0	5	-5	-2	4	5	5	7	3	2	-6	2	6	3	-2	-4	-3	6	-6	0	3	0	6	4	9	-3	0	-5	4	-1	3	-4	3	6	-2	0	-2	-3	-5	-6	-2	-6	-3	3	6	3	-3	1	-3	0	0	-2	2	-6	-4	3	-2	-1	-2	0	2	2	2	1	-1	1	0	-6	0	2	-2	1	0	-2	2	-1	2	5	5	2	0	1	-1	-3	4	-2	0	2	-5	-2	-3	-3	5	2	-2	9	0	6	-6	0	-4	-4	2	2	0	-9	0	-3	-2	1	1	0	-1	0	-3	-2	3	5	3	-3	-9	0	0	4	0	2	1	0	2	-4	6	4	-3	3	-3	-4	2	-2	-5	-1	2	3	0	3	4	-4	3	6	3	-2	-3	0	-1	4	3	6	-1	-6	-5	-6	6	-4	-6	-2	-3	-4	1	-1	2	4	-5	0	4	0	6	4	3	3	-2	5	0	-3	3	6	-2	-4	1	-1	3	2	-1	3	3	0	-2	3	-1	-2	1	-1	1	-1	-1	-2	-5	-5	-4	-3	-1	
[6 3 2 1 1 1 1 1 1]	1	5	10	9	11	15	6	9	10	-1	0	0	6	9	-9	-4	-20	-6	0	1	5	0	10	-6	-15	9	-15	-10	7	-1	-1	-6	-5	0	0	11	15	0	-6	10	20	-9	9	0	-11	1	0	-9	-9	-10	-6	-15	0	10	9	0	0	0	-4	-9	9	1	-6	0	0	-25	-18	5	9	10	-9	9	-10	-11	0	12	-15	-20	11	15	-6	0	-9	-1	0	-15	-11	-6	0	11	-11	0	6	-11	-25	-11	1	20	6	-16	0	15	10	-6	-9	0	0	0	9	-4	0	10	15	-1	0	-9	6	9	19	6	1	0	-10	0	6	19	11	0	0	0	-1	1	0	-1	-9	-11	-15	-4	0	0	0	0	-10	21	-20	-15	-2	0	0	6	0	-9	9	9	0	0	-18	-10	0	9	0	0	20	9	-2	-9	-11	0	-4	-9	9	9	-6	-20	0	20	7	0	3	15	-9	16	20	-1	0	0	0	0	6	-6	-6	-6	0	-1	0	1	16	9	-15	0	-15	0	9	0	-9	-9	15	21	15	-4	0	-6	-4	10	-15	0	10	-10	6	-10	-15	15	9	-6	0	-6	-9	-9	-20	-1	0	3	-10	10	-15	0	15	0	15	12	9	-6	-15	0	-11	0	11	0	0	10	0	20	9	-6	11	-15	-20	10	-9	0	10	-4	0	6	-9	-9	-16	-11	0	1	-9	-10	0	-6	9	-9	-5	0	-9	-1	5	0	-6	5	9	10	15	9	1	-1	1	6	9	11	10	5	1	
[6 3 1 1 1 1 1 1 1 1]	1	7	20	21	29	63	36	21	70	49	90	42	6	21	21	56	50	84	42	1	-7	-42	-20	-36	-63	27	-15	28	85	41	1	6	-7	0	-42	-77	-15	-90	-84	-70	50	-21	63	90	29	-1	0	21	21	22	84	15	0	20	21	0	0	-42	-56	-63	21	49	-6	42	90	43	0	-7	-21	-20	-27	27	-28	-29	90	120	63	-50	29	105	36	42	-21	-49	0	-63	-29	-36	0	29	-29	42	84	29	-43	-29	-49	-50	-42	-106	-90	15	-70	-84	-63	-90	90	0	63	-56	-90	28	-15	49	0	-21	-36	-21	-49	-84	-49	-90	-70	0	-6	49	-29	-90	42	90	49	-49	-90	-41	-63	-119	-15	-56	0	-42	-42	-90	-28	-57	50	63	50	0	42	6	-42	21	-21	21	0	-90	0	70	-42	21	0	-42	-50	-21	-50	21	29	42	56	21	-21	-63	84	50	0	-50	-85	-42	-15	-15	21	22	50	49	0	90	90	0	36	36	6	6	0	-49	0	49	-22	21	-63	0	63	0	-63	-42	63	21	15	57	15	56	0	-36	56	70	-63	0	70	-28	42	28	-15	15	-27	-84	-42	-6	-21	-21	-50	-49	0	15	28	-28	15	-90	-105	42	-15	-120	-21	84	15	90	119	90	-29	90	-90	-20	90	50	-27	-84	77	63	-50	20	-21	0	20	-56	-90	-36	63	63	106	29	0	49	27	-22	42	36	21	-21	7	42	-21	-49	7	0	-6	7	-21	-70	-63	-21	1	-1	-1	-6	-21	-29	-20	-7	-1	
[6 2 2 2 2 2 1]	1	0	4	-5	0	1	0	5	-10	15	-6	10	0	5	0	0	0	-4	0	1	-11	10	-4	-20	0	19	15	-20	5	-11	0	10	0	0	10	0	-15	0	0	0	0	5	0	6	0	-1	-10	-5	5	-14	0	15	0	4	-5	0	0	-10	16	-5	0	-15	10	-10	14	-5	10	11	0	0	19	0	-20	0	0	0	0	0	0	11	-20	10	0	15	0	-1	0	0	0	0	0	0	-4	0	-5	0	-15	0	14	-10	6	-15	10	-4	5	0	-6	0	5	0	-6	-20	25	15	0	-5	-20	5	-5	-4	-15	6	10	0	0	-5	0	14	10	-6	15	-15	6	-11	5	0	15	-16	0	0	10	0	0	0	0	1	0	0	0	0	0	0	-5	0	0	14	-10	10	0	5	0	-10	0	0	0	-5	0	0	0	0	0	0	-4	0	0	0	5	0	5	-15	0	10	0	-25	0	14	6	0	-20	0	10	-10	20	-25	0	-15	10	-5	1	0	-1	0	5	10	-5	5	-15	0	25	-16	0	-20	16	10	0	0	0	-20	14	-20	15	-15	19	-4	10	-10	0	0	0	15	0	5	0	-20	15	-6	11	-10	-15	0	-5	0	15	0	0	0	0	6	0	4	0	0	0	0	0	0	0	0	5	0	-4	0	-6	0	5	5	-10	0	0	-15	19	-14	10	-20	0	-5	0	10	0	15	11	-10	10	-11	5	-10	1	-5	-1	0	1	0	5	0	4	0	1	
[6 2 2 2 2 1 1 1]	1	2	4	-3	6	-1	-8	5	-2	9	-6	2	4	-3	6	-16	12	4	12	1	1	6	-4	-4	-2	-5	9	-4	5	1	-2	-2	-2	0	-2	10	9	-12	8	-4	12	-5	-14	-6	-10	-1	0	-3	5	-2	-8	-9	0	4	-3	0	0	-2	-8	9	6	9	2	-6	2	-5	0	1	-6	8	5	10	4	-6	12	-16	2	-12	6	1	4	-6	-6	-9	0	1	-6	8	0	6	-6	-4	4	6	5	10	-9	-12	-2	-2	6	-9	2	-4	-7	-12	-6	0	7	16	6	-4	1	9	0	-5	-4	3	7	-4	-9	6	2	0	-4	-7	-6	-2	2	-6	9	-9	6	-1	9	14	9	-8	0	-12	-2	4	-8	2	12	-1	-20	0	12	4	4	6	3	6	0	-2	0	-2	-12	-3	0	6	-12	-6	20	5	6	12	-16	6	-6	14	4	12	0	-12	-5	-12	-7	9	-10	-2	12	1	0	2	-6	0	4	-8	-2	-2	0	-1	0	9	2	-3	1	0	-1	0	-7	6	-9	5	-9	-2	-1	8	0	-4	8	-2	-2	0	4	4	2	-4	9	-9	5	-4	-2	2	10	-6	-12	-9	0	7	8	4	-9	6	-1	2	9	16	3	-8	-9	-4	-14	12	-6	-6	-12	-4	12	12	-10	8	-10	2	-12	-8	-5	0	4	16	6	8	-9	7	2	6	0	9	-5	2	2	4	6	3	2	-6	-6	-9	-1	0	2	-1	3	2	1	3	1	2	-1	-4	-5	-6	-4	-2	-1	
[6 2 2 2 1 1 1 1 1]	1	4	8	3	12	5	-8	13	10	3	-18	-14	8	9	12	-16	0	-16	0	1	1	6	-16	8	4	-17	15	16	17	13	-4	-2	-4	0	2	-4	-15	0	8	-8	0	17	20	18	4	-5	-6	-9	17	-10	8	15	0	8	3	0	0	-2	-16	-9	-12	-3	-2	-6	-2	-13	-6	-5	-12	8	-13	4	16	-12	0	-16	4	0	12	7	8	6	12	3	0	-5	-12	8	0	12	-12	-16	-8	-12	-13	4	-3	0	2	-2	18	-15	-2	-16	-11	0	-18	0	-31	-16	-18	8	5	3	0	-13	16	9	23	-8	-3	18	-10	0	8	23	12	-2	-14	-18	3	-3	18	13	-3	20	15	32	0	0	-14	-16	-8	4	0	1	8	0	0	8	-16	12	3	-12	0	14	-18	-10	0	9	0	-6	0	-12	8	-13	-12	0	-16	12	-12	20	-16	0	0	0	17	0	-19	-15	-4	-14	0	-1	0	14	18	0	16	8	-2	10	12	-1	0	-3	-14	3	1	0	-5	0	-31	6	-9	17	-15	4	5	32	0	8	-16	-2	4	0	-8	16	2	16	15	-15	-17	-16	-14	10	-4	12	0	3	0	-19	-8	8	15	-18	7	-2	-15	-16	3	8	15	-16	20	0	12	18	0	8	0	0	4	8	-4	4	0	8	17	0	-16	-16	-18	-8	-3	-11	-2	-12	0	-3	-13	-10	2	8	-12	-9	-4	6	12	3	-5	-6	-2	1	9	10	5	3	-5	-4	1	8	13	12	8	4	1	
[6 2 2 1 1 1 1 1 1 1]	1	6	16	13	26	35	8	29	50	21	6	-14	20	49	34	0	-20	-56	-28	1	21	34	8	16	-14	-57	-15	-56	-55	-15	-14	-22	-6	0	14	14	-15	12	8	-20	-20	7	6	6	2	-13	-36	-47	-7	-30	-8	15	0	16	13	0	0	14	0	21	34	21	22	62	66	19	0	-15	-34	8	-51	6	56	-26	-12	0	14	20	26	21	-16	-34	-34	-21	0	-35	-26	-8	0	26	-26	28	64	26	-19	-2	-21	20	42	-34	-6	15	70	56	-15	12	6	0	-21	0	-6	64	45	21	0	-29	-8	-49	-21	-64	-21	-6	-50	0	-20	21	-26	-66	-14	6	21	-21	-6	15	-15	-14	-15	0	0	28	14	-12	8	6	-20	-49	-20	0	-28	20	-28	34	83	34	0	78	0	50	28	49	0	-62	20	-34	20	29	26	-28	0	34	-34	-6	-56	-20	0	20	55	28	-15	-15	-22	-34	-20	-63	0	-78	6	0	8	8	-22	2	0	63	0	21	34	-83	49	0	35	0	21	34	-21	-7	15	-6	-45	0	0	16	0	-70	-14	0	20	56	-42	-56	-15	15	57	56	14	-2	22	-34	20	-21	0	15	-8	-64	15	-6	-21	-14	-15	0	-13	-8	15	12	14	-12	-26	6	12	-16	-12	-20	-6	8	-14	14	20	-8	7	0	-8	0	-6	-8	15	15	34	26	0	21	51	30	-14	-16	34	47	6	-34	-34	-21	15	36	22	-21	-49	-50	-35	-13	13	14	-1	-20	-29	-26	-16	-6	-1	
[6 2 1 1 1 1 1 1 1 1 1]	1	8	28	27	56	105	48	69	190	119	162	42	48	189	216	224	160	84	0	1	77	162	148	84	168	27	15	-28	-83	-43	-40	-78	-8	0	42	56	-15	0	-48	-176	-160	-147	-216	-162	-56	-41	-162	-189	-147	-70	-48	15	0	28	27	0	0	-42	-112	-189	-216	-119	-78	-162	-162	-133	-54	-85	-216	-176	-189	-216	-28	-56	0	96	168	160	56	147	84	162	216	119	0	-105	-56	-48	0	56	-56	0	36	-56	-133	-56	-119	-160	-42	-106	-162	-15	-14	84	-27	0	162	0	189	224	162	148	-15	119	0	-69	36	189	259	36	-119	-162	-190	0	48	259	56	-162	42	162	119	-119	-162	-43	-27	-56	15	-112	0	0	42	0	176	-120	160	-63	-272	0	0	48	0	216	27	-216	0	-162	-378	-190	0	189	0	-162	-160	-216	-272	-69	-56	0	224	216	-216	-216	84	160	0	-160	-83	0	69	-15	216	106	-160	119	0	-162	-162	0	36	-48	-78	126	324	119	0	-119	106	27	-63	0	-105	0	189	162	-189	-147	-15	-120	-15	-112	0	84	-112	-14	168	0	-176	-28	-42	-28	15	-15	27	84	42	126	216	216	160	119	0	69	176	148	15	162	147	-42	-15	96	27	-48	15	0	-56	0	56	-162	0	28	0	-160	-216	-48	56	168	160	-176	-147	0	148	224	162	48	-27	-27	-106	-56	0	-119	-189	-70	42	84	-216	-189	-8	162	216	119	-85	-162	-78	77	189	190	105	27	-41	-40	1	48	69	56	28	8	1	
[6 1 1 1 1 1 1 1 1 1 1 1]	1	10	44	45	110	231	120	165	550	385	594	210	132	693	990	1232	1100	924	252	1	329	990	1156	660	2310	1539	825	1540	925	209	-122	-330	-10	0	462	1330	825	1188	1320	2300	1100	1155	1242	594	110	-121	-648	-1035	-1155	-506	-1320	-825	0	44	45	0	0	462	616	945	990	385	330	738	594	187	0	-319	-990	-1112	-891	-2430	-1540	-110	-1188	-1200	-2310	-1100	110	-231	-660	-990	-990	-385	0	-231	-110	-120	0	110	-110	252	396	110	-187	-110	-385	-1100	-714	110	-594	-825	-1750	-924	297	1188	594	0	-945	-1232	-594	1012	825	385	0	-165	-540	-693	-385	-396	-385	-594	-550	0	-132	385	-110	-594	210	594	385	-385	-594	-209	297	1078	825	616	0	-252	-210	1188	2552	2442	1100	2079	1100	0	252	132	-252	990	1683	990	0	-594	0	550	-252	693	0	-738	-1100	-990	-1100	165	110	252	1232	990	-990	-1242	924	1100	0	-1100	-925	-252	825	825	990	1870	1100	385	0	594	594	0	540	120	-330	198	0	-385	0	385	-1870	-1683	-2079	0	231	0	945	990	-945	-1155	-825	-2442	-825	-616	0	660	-616	1750	2310	0	-2300	-1540	714	1540	825	-825	-1539	-924	-210	-198	-990	-990	-1100	-385	0	-825	-2552	-1012	-825	-594	231	-462	825	1200	-45	-1320	-825	-1188	-1078	-1188	-110	594	1188	-44	-1188	1100	2430	1320	-1330	-2310	-1100	1112	1155	0	-1156	-1232	-594	-120	-297	-297	-110	110	0	385	891	506	-462	-660	990	1035	10	-990	-990	-385	319	648	330	-329	-693	-550	-231	-45	121	122	-1	-132	-165	-110	-44	-10	-1	
